Kotani, Katsunori ==> 3.58249950724e-08
Naradowsky, Jason ==> 1.00272927809e-05
Paek, Tim ==> 1.9160859868e-05
Van Gael, Jurgen ==> 6.61195117649e-06
Pan, Feng ==> 8.49418251507e-06
Litkowski, Ken ==> 0.0
Manterola, Iker ==> 1.32298489819e-06
Xiong, Zhongyang ==> 1.66053593039e-05
Fuji, Masaru ==> 0.0
Galil, Zvi ==> 5.4969650037e-09
Zhu, Danqing ==> 1.31037541488e-08
Tong, Deqin ==> 5.28941497825e-08
Pennacchiotti, Marco ==> 0.000666666273163
Mehlhorn, Kurt ==> 1.27817467529e-07
Li, Li ==> 3.7621992324e-06
Nessly, Larry ==> 2.58616250896e-08
Tadepalli, Prasad ==> 0.0
Muthukrishnan, Pradeep ==> 6.22785347923e-06
Ling, Xiao ==> 5.9113967735e-08
Chen, Ying-Ju ==> 2.22996288703e-08
G&ouml;rnerup, Olof ==> 0.0
Mardis, Scott ==> 1.75955406973e-06
Dugast, Lo&iuml;c ==> 1.36541753291e-06
Haugeneder, Hans ==> 3.54768764191e-06
Li, Lu ==> 2.38552119726e-07
Turney, Peter D. ==> 0.00190717636127
Lang, Jun ==> 6.13970021854e-07
Barrett, Leslie ==> 2.00194227844e-06
Sun, Le ==> 0.000367201711314
The Annotation Group ==> 1.55675645019e-06
Ghosh, Aniruddha ==> 0.0
Ono, Yoshihiko ==> 0.0
Sakaki, Takeshi ==> 1.57808347392e-06
Zackova, Eva ==> 0.0
McCalla, Gordon I. ==> 1.05944199478e-07
Mitchell, Margaret ==> 5.61301090774e-05
Afantenos, Stergos ==> 2.01445578508e-10
Berendsen, Egon ==> 0.0
Wang, Xiaofeng ==> 1.09150829966e-07
Sato, Hiroaki ==> 4.87583759578e-08
Chinchor, Nancy A. ==> 0.00134768063157
Heimonen, Juho ==> 1.52492774727e-05
Aiso, Hideo ==> 2.41900302346e-07
Berrendonner, Alain ==> 0.0
Bowmani, Robeson ==> 2.6113821818e-06
Ogren, Philip V. ==> 0.000237884016585
Abdul, Mujibur ==> 1.02550643818e-07
Buttler, David ==> 1.84558715719e-07
Christensen, Lee ==> 1.96965435923e-06
Grandchamp, Jean-Michel ==> 4.71234204136e-07
Yamabana, Kiyoshi ==> 2.1279139793e-05
Hollingsworth, Charles ==> 5.03613946269e-09
Hung, Hsi-Chuan ==> 2.65305358982e-08
Kowtko, Jacqueline C. ==> 0.000311486279109
Sennrich, Rico ==> 1.83617295881e-07
Maron, Yariv ==> 6.15204698115e-08
Compagnion, Herve ==> 4.46855918053e-06
Murase, Takahisa ==> 3.45176886278e-06
The PLUM Research Group ==> 2.96892092577e-06
Myller, Niko ==> 5.1402207751e-10
Mermelstein, P. ==> 2.69079738085e-06
White, Ryan ==> 0.0
Baldridge, Jason ==> 0.00124276359243
Kim, Jee Eun ==> 0.0
Dzifcak, Juraj ==> 2.40200324361e-09
Barbero, Cristina ==> 8.53868647377e-08
Verspoor, Karin ==> 2.84966983098e-06
Ngo, Chong Wah ==> 0.0
Xiao, Chun ==> 1.85426198444e-07
Shime, Takao ==> 3.55696906841e-06
Davis, Neil ==> 3.80429046505e-07
Craven, Mark ==> 7.02868108418e-06
Malouf, Robert ==> 0.000458254636912
Andersen, Peggy M. ==> 1.42459094621e-05
Vandeghinste, Vincent ==> 6.69997189361e-06
Meng, Yao ==> 7.67398923929e-06
Constable, James W. D. ==> 4.61955637493e-08
Wong, Sze-Meng Jojo ==> 6.68260826309e-07
Bratt, Harry ==> 4.68570328622e-06
Sandbank, Ben ==> 3.96543664303e-07
Brun, Caroline ==> 2.21219076989e-05
Rojas, David ==> 7.03331820488e-07
Li, Wanyin ==> 1.44273038606e-05
Nakazawa, Tsuneko ==> 2.57158298157e-06
Chan, Samuel W. K. ==> 0.000109549802147
Just, Marcel Adam ==> 1.69509040416e-08
Petrov, Martin ==> 3.51500123169e-08
Jiang, Jing ==> 0.00020939143047
Mackay, Wesley ==> 9.36907014852e-06
Okazaki, Naoaki ==> 0.000403139144701
Granacki, John J. ==> 1.27426713155e-05
Lee, Richard ==> 0.0
Collier, Robin ==> 0.0
Zhang, Hu ==> 3.99295747677e-08
Orkin, Jeff ==> 4.28423028186e-07
Devereux, Barry ==> 2.96725780776e-07
Stallard, David G. ==> 0.000780381774004
Song, Young-In ==> 1.46197363776e-05
Aikawa, Takako ==> 9.5399217174e-07
Alu&iacute;sio, Sandra ==> 7.96839719673e-05
Zhu, Conghui ==> 7.18812013148e-08
Daum&eacute; ==> 2.19250063135e-05
Krallinger, Martin ==> 8.53801304036e-08
Roussarie, Laurent ==> 1.8609086572e-05
Gedigian, Matt ==> 1.54868304597e-06
Harris, Mary Dee ==> 4.33797815403e-05
Beesley, Kenneth R. ==> 0.000117283815919
Watson, Bruce W. ==> 5.71349475986e-06
Wang, Tong ==> 1.45435536781e-05
Diab, Mona ==> 0.00124348786376
Mital, Manav Ratan ==> 9.11619437034e-08
Plank, Barbara ==> 1.8810178114e-05
Pighin, Daniele ==> 0.000264170145673
Kunii, Tosiyasu L. ==> 0.0
Nagy, Istv&aacute;n ==> 8.19277589113e-06
Zubarev, Irine ==> 1.86797487388e-06
Etxeberria, Izaskun ==> 1.26027424947e-08
Enomoto, Hajime ==> 0.0
Dresher, Elan B. ==> 1.71686572592e-10
Stump, Gregory ==> 0.0
Fouvry, Frederik ==> 3.78497344417e-05
AbdelRahman, Samir ==> 1.2335343054e-07
Day, David S. ==> 0.000269871593897
Lee, Hyun Ah ==> 6.18552259442e-08
Skut, Wojciech ==> 0.000250948567583
Jurie, Pierre Fran&ccedil;ois ==> 6.05894678885e-08
Petasis, Georgios ==> 4.76151613325e-06
Della Pietra, Vincent J. ==> 0.0164321098869
Vail, Douglas L. ==> 1.07494805198e-08
Broscheit, Samuel ==> 4.83354738277e-09
Lee, Heeyoung ==> 1.9985376828e-06
Chen, Jinxiu ==> 7.421764145e-06
Cruz, Isabel ==> 1.95265513243e-09
Larsen, Jeppe ==> 3.2401364073e-08
Klabbers, Esther ==> 2.06114571258e-07
Beil, Franz ==> 1.53596081608e-05
Ukai, Naoya ==> 0.0
Zhai, Feifei ==> 1.1533851877e-07
Sneiderman, Charles ==> 4.12007711451e-08
Wu, Hua ==> 0.000163238700179
Pado, Ulrike ==> 1.89199790995e-05
Shezaf, Daphna ==> 3.99859701528e-06
Ba&#x144;ski, Piotr ==> 2.28627318184e-08
Miao, Li ==> 1.27267069543e-07
Becker, Israela ==> 2.98889316468e-07
Laroui, Abdellatif ==> 4.07649046425e-07
Bennett Novak, Gordon ==> 0.0
Estival, Dominique ==> 5.01853140703e-05
Devos, Laurent ==> 5.36536308275e-07
Lennig, Matthew ==> 2.73319968124e-06
Finthammer, Marc ==> 4.12976882641e-08
Darrell, Trevor ==> 1.1717245677e-07
Stoness, Scott C. ==> 1.08251621167e-05
Soltau, Hagen ==> 2.1642114073e-09
Williams, David ==> 2.41441657039e-06
Vanhatalo, Ulla ==> 0.0
Cao, Guihong ==> 6.68620350774e-05
Cheng, Jian ==> 7.56338281519e-05
Jiang, Jie ==> 5.17418715829e-07
Kim, Youngwhan ==> 4.02228845878e-06
Rauch, Erik ==> 3.93425607611e-07
Wales, Roger ==> 0.0
Baumann, Timo ==> 5.92365090035e-05
Rossignol, Mathias ==> 1.84023654249e-07
Bindi, Remo ==> 0.000146215889994
Choi, Jinho D. ==> 6.15895302184e-06
Khalilov, Maxim ==> 5.1162305361e-06
Reddy, Ravi Shankar ==> 2.08476171346e-07
Kwon, Hyuk-Chul ==> 1.46221431322e-06
Jiang, Tian-Jian ==> 1.09079824967e-09
Li, Qing ==> 2.43778467849e-06
Macherey, Klaus ==> 5.96385543178e-06
Langjahr, Andreas ==> 4.20860251162e-08
van Zaanen, Menno ==> 0.000693691723481
Avgustinova, Tania ==> 7.97227425278e-07
&Scaron;vec, Jan ==> 5.26459329322e-07
You, Gae-won ==> 9.56563581226e-07
Raman, Anand ==> 0.0
Hammo, Bassam ==> 3.21540755496e-07
Chow, Yen-Lu ==> 8.21096744578e-05
Coster, William ==> 1.68135578967e-05
Natarajan, Premkumar ==> 3.46176324536e-06
Stefankovic, Daniel ==> 3.72447298197e-09
Bouchard-C&ocirc;t&eacute;, Alexandre ==> 7.38023721342e-05
Bhagat, Sonali ==> 8.98097262948e-06
Kosseim, Leila ==> 1.04530700028e-05
Vaughan, Marie M. ==> 3.25620941169e-06
Sibanda, Tawanda ==> 1.96110655714e-06
Chang, Conrad ==> 4.84171038103e-10
Honda, Takeo ==> 1.16195450411e-05
Judge, John ==> 1.01297792786e-05
Claassen, Wim ==> 9.59367694846e-07
Ito, Yoshiko ==> 3.63780854033e-05
Shin, Hyopil ==> 1.03574568819e-06
Mucha, Basia ==> 3.51428251705e-08
Blanco, Eduardo ==> 3.61211330277e-05
Acquaah-Mensah, George ==> 9.18838716083e-07
Jacquemin, Bernard ==> 4.05225107407e-08
Bergstra, James ==> 2.95947168407e-09
Xun, Endong ==> 4.83120262251e-06
Reutter, Tom ==> 6.96270674474e-07
Kobayashi, Nozomi ==> 3.07007396949e-06
Bouchard, Lorne H. ==> 4.26431257288e-06
Van Eynde, Frank ==> 3.45232647978e-05
Carlson, Andrew ==> 3.15861367539e-06
Grote, Brigitte ==> 7.47984270325e-05
Choi, SeonHwa ==> 1.05985253012e-07
Gerner, Martin ==> 9.86252257829e-11
Manine, Alain-Pierre ==> 4.60439276613e-07
Bordino, Ilaria ==> 1.19302521769e-10
Serasset, Gilles ==> 0.000162610997952
You, Hyunjo ==> 8.30773399902e-09
Curran, James R. ==> 0.00409623508238
Baldwin, Tyler ==> 5.44237803101e-07
Hartard, Felix ==> 1.25903486567e-09
Chauch&eacute;, Jacques ==> 5.64222777039e-07
Kaplan, Randy M. ==> 1.79368282925e-05
Hendler, James A. ==> 0.0
Korelsky, Tanya ==> 0.000208588256613
Watrin, Patrick ==> 1.66586295051e-06
Mazziotta, Nicolas ==> 0.0
Paladhi, Sibabrata ==> 2.05257141489e-09
Gonz&aacute;lez-Ib&aacute;&ntilde;ez, Roberto ==> 1.90692544662e-06
Yanagida, Masuzo ==> 7.51560648508e-09
Kitsuregawa, Masaru ==> 4.85169943176e-05
Teibel, Daniel A. ==> 8.73375074172e-09
Yu, Dan ==> 5.09530876577e-07
Manurung, Ruli ==> 6.14660456945e-05
Rhyne, James R. ==> 2.15834548401e-09
Xiaohu, Liu ==> 8.95642994158e-07
Duh, Kevin ==> 0.000112869802629
Elmacioglu, Ergin ==> 3.8560175794e-06
Seagull, Amon ==> 8.91681337141e-08
Ohno, Tomohiro ==> 2.1907371148e-06
Schubert, Volker ==> 1.86059007239e-09
Turan, &Uuml;mit Deniz ==> 1.18646877305e-09
Hargreaves, Katherine ==> 0.0
Moreno, Pedro J. ==> 0.0
Shinyama, Yusuke ==> 0.000209688557797
Stiller, Stephan Hyeonjun ==> 2.15644432684e-06
Costantini, Cinzia ==> 2.96769086117e-09
Niehren, Joachim ==> 3.22322001762e-05
Deng, Qiang ==> 2.25886484014e-08
Goldman, Robert ==> 1.66612811321e-06
Conrad, Alexander ==> 2.35072128943e-06
Groenendijk, Marius ==> 1.82395185507e-08
Flores, Glenn ==> 1.29245035924e-06
Vanni, Michelle ==> 5.109189983e-06
Scholz, Mario ==> 1.05002391445e-05
Langsam, Yedidyah ==> 1.12872690887e-08
Romacker, Martin ==> 1.2602306866e-05
Plank, Frans ==> 1.37420005315e-07
Picone, Joseph ==> 1.92257594709e-06
Montalvo, Soto ==> 2.7760673725e-06
Hargraves, Orin ==> 6.11664942299e-06
Lagoze, Carl ==> 0.0
Gupta, Manish ==> 1.2614868155e-07
Camelin, Nathalie ==> 9.97030866368e-09
Karreman, Joyce ==> 0.0
Tsochantaridis, Ioannis ==> 5.22299672347e-06
Bisani, Maximilian ==> 1.49137823353e-08
Gertz, Michael ==> 1.44343373689e-08
Young, Steve ==> 0.000158012738077
Hull, Richard ==> 1.39568936595e-05
Gargett, Andrew ==> 1.72831700873e-09
Kocsis, Otilia ==> 1.86059007239e-09
Becker, Tilman ==> 0.000122130649989
Ogura, Kentaro ==> 8.58758844287e-06
Watanabe, Taro ==> 0.000195703601595
Lopez, Patrice ==> 2.97931683091e-06
Ralph, Bo ==> 0.0
Hon, Hsiao-Wuen ==> 5.77212970732e-06
Schiller, Anne ==> 1.82155997678e-05
Perez, Guillermo ==> 3.08335069144e-10
Ferguson, Michael ==> 6.09441690706e-07
Kustner, Andreas ==> 1.33859499565e-07
Ha Thuc, Viet ==> 2.77507295118e-08
Faruquie, Tanveer A. ==> 2.08538230487e-05
Pfleger, Norbert ==> 2.32606046121e-06
Wang, Tianmin ==> 1.08184797653e-07
Tse, Daniel ==> 1.23612071379e-07
Mao, Xinnian ==> 4.0030106666e-06
Itoh, Yukihiro ==> 1.30940616118e-07
Shen, Yihai ==> 6.03080036036e-09
Shahraray, Behzad ==> 0.0
Dredze, Mark ==> 0.000954312634968
Feng, Yang ==> 8.4106543758e-07
Ghosh, Debanjan ==> 6.66782020714e-06
Wang, Lisha ==> 0.0
Krishnakumaran, Saisuresh ==> 2.7517420368e-06
Hasan, Maruf ==> 1.31264869787e-10
King, Tracy Holloway ==> 0.000736622056302
Alonso, Miguel A. ==> 6.54450523191e-06
Chatain, Pierre ==> 0.0
Alex, Beatrice ==> 9.24574080545e-05
Rackow, Ulrike ==> 1.41734277654e-10
Babbar, Uday ==> 0.0
Xie, Lixing ==> 1.41928965257e-05
Kim, Soo-Min ==> 0.000266768543414
Hermida, Jes&uacute;s M. ==> 1.20991414823e-09
Jim&eacute;nez-Salazar, H&eacute;ctor ==> 2.04169670071e-05
Yu, George ==> 0.0
Mendonca, Eneida A. ==> 0.0
S&aacute;nchez-S&aacute;ez, Ricardo ==> 7.7237199878e-06
Huls, Carla ==> 9.59367694846e-07
Whistlecroft, Lisa ==> 1.57147526262e-09
Tablan, Valentin ==> 0.00107735510638
Raze, Carol ==> 1.07028021474e-07
Visser, Eric M. ==> 0.0
Fraser, Norman M. ==> 0.000146716043628
Collier, Renk ==> 8.20098020978e-07
Montemagni, Simonetta ==> 0.000310840381977
Cherny, Lynn ==> 4.40157516226e-05
Gabrilovich, Evgeniy ==> 3.39997868869e-08
Nenova, Irina ==> 1.69448830402e-07
Luo, Wei ==> 6.4678473905e-06
Bear, John ==> 0.00236272285319
Morris, Angela ==> 6.45678802761e-10
Shi, Yongmei ==> 1.17322566156e-06
Kommenda, Markus ==> 1.68098041669e-06
M&oacute;ra, Gy&ouml;rgy ==> 9.12053886306e-06
Miyo, Kengo ==> 4.93006387181e-06
Weinstein, Scott ==> 0.000468599652284
Osman, Liesl ==> 3.05433138099e-06
Moraliyski, Rumen ==> 1.29755710446e-05
Domenig, Marc ==> 7.73454773915e-05
Kozawa, Shunsuke ==> 6.48977328123e-08
Zhang, Duo ==> 4.90881530565e-06
Becher, Margit ==> 0.0
Su, Weifeng ==> 2.20740589082e-06
Flejter, Dominik ==> 1.79427769476e-07
Ga&scaron;i&#x107;, Milica ==> 1.42801800935e-05
Vasconcellos, Muriel ==> 5.11727467682e-06
Billott, Sylvie ==> 6.7159725241e-06
Selfridge, Ethan ==> 7.89274003788e-06
Kim, Jae Dong ==> 4.53064317897e-09
Ball, Catherine N. ==> 6.08866706008e-06
Pierce, David R. ==> 0.000115831941598
Matsuo, Yutaka ==> 7.57805891256e-05
Herviou, Marie Luce ==> 7.41628066886e-07
Toutanova, Kristina ==> 0.00243977001927
Jang, Hayun ==> 8.30773399902e-09
Miura, Aiko ==> 0.0
Loper, Edward ==> 0.000282968464093
Cai, Lianhong ==> 0.0
Corvey, William J. ==> 3.15474693749e-06
Qian, Peide ==> 9.39324424226e-07
Lenzo, Kevin ==> 1.02139337075e-07
Pinto, Hugo ==> 4.46697730003e-06
Tanaka, Katsumi ==> 8.99652215703e-09
Laparra, Egoitz ==> 9.23434166899e-08
Mullen, Tony ==> 2.50136112818e-05
Schl&uuml;&quot;ter, Ralf ==> 1.11647963829e-08
Doi, Takao ==> 1.71835105989e-06
Fordham, Andrew ==> 4.10861933456e-08
Matykiewicz, Pawel ==> 4.62808581402e-06
Huwel, Sonja ==> 8.62428919278e-07
Loiseau, Sylvain ==> 1.11673448732e-07
Oxley, Meghan ==> 3.43013454293e-08
Li, Wei-Chuan ==> 7.03087053219e-06
Grimes, Joseph E. ==> 9.10715163039e-08
Favero, Eloi L. ==> 1.06604558503e-07
Yamada, Seiji ==> 2.40537795268e-06
Briggs, Gordon ==> 0.0
Sch&auml;fer, Ulrich ==> 0.000355816865596
Hayamizu, Satoru ==> 2.15839238816e-08
Yang, Wen-Yun ==> 3.19954588083e-08
Husarciuc, Maria ==> 3.10308884662e-07
Leenders, Miriam ==> 8.45849920165e-08
Macks, Aaron ==> 6.49397547271e-09
Galibert, Olivier ==> 5.12874439105e-05
Zeng, Qingqing ==> 0.0
Murata, Kazuyoshi ==> 1.86415836042e-08
Lane, Ian ==> 2.02180186902e-07
Guinness, Jethran ==> 8.08227523874e-06
Wu, Peng ==> 2.21390991358e-07
Nelson, Andrew L. ==> 3.92753800806e-08
Shi, Yingchao ==> 0.0
Davidson, Duncan ==> 1.02430529508e-07
Schafer, Charles ==> 1.38132536077e-05
Das, Dipanjan ==> 0.00012870805132
Pecina, Pavel ==> 0.000288136914074
Rafiei, Davood ==> 5.50661534098e-09
Woo, Chong Woo ==> 2.7607694224e-08
Gauch, Susan ==> 2.17745653876e-08
Martin-Vide, Carlos ==> 0.0
Santorini, Beatrice ==> 0.00723060604843
Grivolla, Jens ==> 8.40532000709e-09
Pico, David ==> 6.54357672378e-07
Sun, Chaobo ==> 1.46646608334e-08
Callan, James, P. ==> 0.000225920107026
Yoon, Ae sun ==> 6.73866083215e-08
Yin, Ling ==> 1.17416105807e-06
Halgrim, Scott ==> 8.80068820668e-08
Gupta, Narendra ==> 1.53014059148e-06
Harwell, Sarah C. ==> 0.0
Li, Ru ==> 1.30666017484e-08
Liu, Danyu ==> 3.79227824459e-06
Hirao, Tsutomu ==> 0.000153369779537
Bush, Marcia A. ==> 1.26789029032e-07
Pantachat, Wantanee ==> 1.33763238882e-06
Valent&iacute;n, Oriol ==> 2.83026004974e-08
Williams, Ken ==> 4.09460616122e-09
Yang, Jin ==> 5.96398908175e-05
Semmar, Nasredine ==> 3.63028169845e-06
Cheng, Alex ==> 6.20330239988e-07
Takeuchi, Jumpei ==> 6.86544645354e-08
Korkontzelos, Ioannis ==> 1.31668932481e-05
Vaidya, Ashwini ==> 1.11154736919e-05
Campbell, David ==> 3.87560963144e-08
Sha, Fei ==> 0.000200311096319
MacLaughlin, Dawn ==> 1.23660326078e-06
Holub, Martin ==> 5.139247212e-08
Oepen, Stephan ==> 0.000716058877916
Anand, Pranav ==> 2.17851389302e-05
Carrera, Jordi ==> 1.31713613087e-07
Seki, Hiroyuki ==> 9.92794856271e-08
De Brito, Marcilio ==> 0.0
Rogers, Jon ==> 1.02550643818e-07
Bernstein, Jared ==> 0.000174575322616
Coursey, Kino ==> 5.50111280802e-08
Imai, Hisao ==> 4.06129443283e-06
Mokarat, Chumpol ==> 6.47503645203e-09
Do, Thi Ngoc Diep ==> 3.0311978943e-06
Zhou, Hongyan ==> 3.41136435592e-07
Walker, Edward ==> 2.44260521792e-07
Houston, Ann ==> 0.0
Coyne, Bob ==> 2.42007360954e-05
Vauzeilles, Jacqueline ==> 4.29853150591e-05
Chen, Ken ==> 2.35575060317e-08
Van Rooy, Robert ==> 0.0
Michelbacher, Lukas ==> 1.69223966029e-05
Takada, Shingo ==> 2.28109525296e-07
Zhao, Kai ==> 4.30122385087e-08
Attardi, Giuseppe ==> 2.79989727814e-05
Ahuja, Arun ==> 2.41024815131e-06
Kimura, Kazuhiro ==> 2.57061228843e-06
Kobayashi, Syumpei ==> 1.60772631945e-06
Izumi, Emi ==> 6.28161023858e-06
Wiebe, Janyce ==> 0.0108769762419
Milton, John ==> 3.55113773468e-09
Clematide, Simon ==> 1.04526491009e-08
Grewal, Amardeep ==> 3.46526561343e-10
Feng, Haodi ==> 0.00019561577969
Pecatte, J. M. ==> 0.000103767639173
Zue, Victor W. ==> 0.000288212090708
McFetridge, Paul ==> 4.24121829859e-06
Boye, Johan ==> 1.66271701657e-06
Hric, Jan ==> 3.15962182027e-06
Ros&eacute;, Carolyn Penstein ==> 0.0025899394473
Green, Nancy L. ==> 0.000219088159488
Schwarten, Lasse ==> 0.0
Kim, Sung Dong ==> 4.93581264548e-06
M&uuml;ller, Stefan ==> 6.46651243517e-06
Agrawal, Saumya ==> 2.70833917294e-09
Nenkova, Ani ==> 0.000858570399174
Chen, Chia-Yin ==> 2.92295933491e-07
Grenander, Ulf ==> 3.96740567661e-08
Xue, Nianwen ==> 0.00265026683994
Bruno, Emmanuel ==> 4.59070372577e-08
Baud, Robert ==> 8.81958298393e-07
Wang, Yu-Chun ==> 1.96652242589e-09
Ishizaki, Masato ==> 2.01885622543e-05
Thompson, John ==> 6.08570661374e-06
Xia, Yiyuan ==> 3.507542426e-06
Mihaylov, Pavel ==> 0.0
Suominen, Hanna ==> 0.0
Gusev, Andrey ==> 8.04580633242e-06
Siebert, Alexander ==> 9.04887444756e-10
Fukamachi, Keiichiro ==> 3.00250164255e-08
Hal&aacute;csy, P&eacute;ter ==> 5.17901400623e-05
Frank, Eibe ==> 1.20138341276e-07
Dligach, Dmitriy ==> 3.7691606575e-05
Mohler, Betty ==> 7.24165377705e-08
Yada, Koji ==> 4.50765937486e-08
Morbini, Fabrizio ==> 3.35965886225e-08
Narin'yani, A. S. ==> 7.55420919403e-09
Ohe, Kazuhiko ==> 3.42055286929e-05
Wang, Dong ==> 2.55560251022e-06
Hsieh, Yu-Ming ==> 1.31680193634e-07
GuoDong, Zhou ==> 2.34436401366e-05
Dhillon, Raj ==> 8.98097262948e-06
U, Rohini ==> 0.0
Perennou, G. ==> 0.000103767639173
Mohri, Mehryar ==> 0.000333591065878
Wang, Chi-Yung ==> 4.50885099404e-07
Ker, Sur-Jin ==> 0.000235838842054
Palmer, Stephen E. ==> 0.0
Song, Yan ==> 1.58681079281e-05
Grouin, Cyril ==> 1.38752621437e-05
Mok, Eva ==> 0.0
Tang, Karen ==> 1.05170122069e-08
Micciulla, Linnea ==> 1.21842083775e-10
Mudge, Raphael ==> 2.51741927203e-07
Roesner, Jessika ==> 4.92403794126e-07
Liu, Huaijun ==> 2.97826947769e-07
Ji, Hyungsuk ==> 2.74613771177e-07
del Valle-Agudo, David ==> 0.0
Lhomme, Stanislas ==> 0.0
Colognese, Alberto ==> 2.06783484369e-08
Curteanu, Neculai ==> 0.0
Sasano, Ryohei ==> 3.16888573413e-05
Segura-Bedmar, Isabel ==> 2.53751471445e-07
Yang, Yuhang ==> 1.15414214432e-06
Shamir, Eli ==> 1.19989501824e-10
Stirling, Lesley ==> 0.0
Van Aelten, Filip ==> 4.27745823011e-11
Zhang, Xiuhong ==> 1.25173252029e-06
Kudo, Ikuo ==> 1.59161349454e-05
Hegner, Stephen J. ==> 1.36129993581e-08
Divis, Jiri ==> 0.0
Binkowski, Ed ==> 0.0
Jiang, Zhipeng ==> 0.0
Adolphs, Peter ==> 2.03982574435e-05
Ailomaa, Marita ==> 2.30656202406e-08
Takahashi, Masahito ==> 1.36863814425e-05
Smith, Noah A. ==> 0.00423044839167
Beineke, Philip ==> 3.44953235009e-07
Perry, Doyt ==> 0.0
YingJu, Xia ==> 4.33258540936e-09
Jurafsky, Daniel ==> 0.0236048542199
Hoang, Cong Duy Vu ==> 4.45044976086e-07
Chan, Tsz Ping ==> 5.9817272706e-07
Axelrod, Scott ==> 1.05466055161e-07
Nomura, Naoyuki ==> 9.84907830615e-07
Cochran, Dave ==> 0.0
Dyer, Charles R. ==> 1.67871315423e-09
Chen, Zheng ==> 0.000215269844594
Finch, Andrew ==> 3.7811590949e-05
Szanser, A. J. M. ==> 0.0
Knippen, Robert ==> 1.64765020177e-05
Bouayad-Agha, Nadjet ==> 2.26043275651e-05
Schwall, Ulrike ==> 0.00020582784338
Liu, Bingquan ==> 5.4447157883e-06
Chen, Hsin-Hsi ==> 0.00150630333035
Suebvisai, Sinaporn ==> 7.90115406843e-08
Fresko, Moshe ==> 1.15067804369e-08
S&eacute;billot, Pascale ==> 8.50342320592e-08
Timonen, Jari ==> 5.1402207751e-10
Worm, Karsten L. ==> 4.71773641077e-05
Simov, Kiril ==> 0.000110671380281
Makino, Hiroshi ==> 9.74118009199e-09
Bae, Sun-Mee ==> 6.22150357037e-07
Cross, Marilyn ==> 2.78342546991e-06
Li, Yao ==> 1.94613740845e-07
Modina, Larisa S. ==> 0.0
Hepple, Mark ==> 0.00113469866956
Parasuraman, Ram ==> 1.86797487388e-06
Hakenberg, J&ouml;rg ==> 1.84111638539e-06
Carter, Richard ==> 0.0
Zubiaga, Alex ==> 1.83383657142e-07
Morik, Katharina ==> 4.77712600064e-06
Spyropoulos, Constantine D. ==> 2.61672828817e-05
Sutaria, Komal ==> 4.26370042369e-07
Saralegi, Xabier ==> 1.32298489819e-06
Schacht, Susanne ==> 3.22902758675e-06
Geleijnse, Gijs ==> 8.84604110315e-07
Cua, Jeffrey ==> 6.14660456945e-05
Chen, J. N. ==> 6.6286413717e-07
Fujita, Kimikazu ==> 6.19629446917e-06
Chen, Chen ==> 1.62126419626e-07
Laubsch, Joachim H. ==> 3.05088637058e-06
Rohrer, Christian ==> 0.000354063174489
Csernel, Marc ==> 0.0
Johri, Nikhil ==> 1.21054710084e-06
Guenter, Simon ==> 0.0
Roth, Dan ==> 0.00789825025036
Yata, Yasunori ==> 1.00722789254e-09
Lincoln, Nashira ==> 0.0
Schultz, Karl ==> 0.0
Reiss, Frederick ==> 1.56693099134e-05
Wittenburg, Kent ==> 0.000150942729831
Luo, Dingsheng ==> 6.01647509231e-07
Marcus, Solomon ==> 0.00017302160738
Segarra, Encarna ==> 1.38601130096e-08
Lifchits, Andrei ==> 1.36334947301e-06
Joshi, Salil ==> 2.40419231594e-07
B&ouml;rschinger, Benjamin ==> 2.34014347511e-10
Hillard, Dustin ==> 2.91973977153e-05
Brooks, David J. ==> 1.80614771897e-08
Kajino, Masayuki ==> 2.75196936764e-08
Arriola, Jose Maria ==> 5.83117688925e-05
Hegde, Jayprasad ==> 5.19161826536e-07
T&auml;ckstr&ouml;m, Oscar ==> 1.96380659327e-06
Wu, Jun ==> 2.23128189209e-05
Rahman, Fuad ==> 5.15717409188e-08
Fujita, Yoneharu ==> 5.03613946269e-09
Westerhout, Eline ==> 4.94816445043e-06
Brachman, Ronald J. ==> 0.0
Faikenhainer, Brian ==> 0.0
Lee, Songwook ==> 1.29828392777e-09
Kozierok, Robyn ==> 1.27619751453e-05
Gangadharaiah, Rashmi ==> 1.084911799e-07
Horton, Diane ==> 0.0
Lee, John ==> 0.000250777226238
Hom, Kowloon Hung ==> 0.0
Bellegarda, Jerome ==> 4.80107590386e-06
Dardaine, Joanne ==> 3.97589957581e-10
Haugereid, Petter ==> 1.06939384898e-08
Engel, Ralf ==> 2.86887395544e-06
Boxwell, Stephen ==> 2.50472005259e-06
Popowich, Fred ==> 0.000145105879659
Aloimonos, Yiannis ==> 1.55719977085e-07
Deng, Xiaotie ==> 0.00019561577969
Doshita, Shuji ==> 0.000153152090029
Passerini, Andrea ==> 6.45316826858e-08
Omori, Nobuyuki ==> 2.80009025439e-06
Tuldava, Juhan ==> 0.0
Dorffner, Georg ==> 3.29231028421e-08
Ljube&scaron;i&cacute;, Nikola ==> 1.75535939406e-07
Feng, Vanessa Wei ==> 0.0
Diakopoulos, Nicholas ==> 1.00020588707e-08
Tang, Yuezhong ==> 3.29207025879e-08
Feith, Tobias ==> 4.0833563211e-10
Van Heerden, Charl ==> 0.00021618258161
